,IV_NN
319,0.2090761363506317
320,0.20902812480926514
321,0.20898017287254333
322,0.20893219113349915
323,0.20888420939445496
324,0.20883624255657196
325,0.20878824591636658
326,0.20874036848545074
327,0.20869237184524536
328,0.20864437520503998
329,0.2085963487625122
330,0.20854836702346802
331,0.208500474691391
332,0.20845240354537964
333,0.20840449631214142
334,0.20835649967193604
335,0.20830856263637543
336,0.20826053619384766
337,0.20821255445480347
338,0.20816463232040405
339,0.2081165909767151
340,0.2080686390399933
341,0.20802071690559387
342,0.20797276496887207
343,0.2079247236251831
344,0.20787681639194489
345,0.20782886445522308
346,0.2077808827161789
347,0.20773568749427795
348,0.20773988962173462
349,0.20774395763874054
350,0.20774823427200317
351,0.20775249600410461
352,0.2077566385269165
353,0.20776090025901794
354,0.20776507258415222
355,0.20776930451393127
356,0.20777344703674316
357,0.2077777087688446
358,0.20778188109397888
359,0.20778623223304749
360,0.20779037475585938
361,0.20779460668563843
362,0.20779874920845032
363,0.2078029066324234
364,0.20780715346336365
365,0.20781134068965912
366,0.20781554281711578
367,0.20781973004341125
368,0.2078239768743515
369,0.20782819390296936
370,0.20768852531909943
371,0.2074863314628601
372,0.20728418231010437
373,0.20708203315734863
374,0.20687973499298096
375,0.20667758584022522
376,0.20651838183403015
377,0.20636147260665894
378,0.20620450377464294
379,0.2060474455356598
380,0.2058904767036438
381,0.20573364198207855
382,0.2055765986442566
383,0.20541952550411224
384,0.2052627056837082
385,0.20510563254356384
386,0.20494863390922546
387,0.20479166507720947
388,0.20463475584983826
389,0.2044755518436432
390,0.20445258915424347
391,0.20455960929393768
392,0.204501211643219
393,0.20444265007972717
394,0.2043842375278473
395,0.20432572066783905
396,0.20426738262176514
397,0.20420889556407928
398,0.20415040850639343
399,0.20409199595451355
400,0.209638312458992
401,0.20955730974674225
402,0.2094762921333313
403,0.20939525961875916
404,0.209314227104187
405,0.2092331349849701
406,0.20915216207504272
407,0.2090710997581482
408,0.20899011194705963
409,0.20890900492668152
410,0.20882801711559296
411,0.2087470293045044
412,0.20866599678993225
413,0.2085849493741989
414,0.2085038423538208
415,0.2084316909313202
416,0.2083837240934372
417,0.20833571255207062
418,0.20828776061534882
419,0.20823970437049866
420,0.20819184184074402
421,0.20814383029937744
422,0.20809592306613922
423,0.20804786682128906
424,0.2079998403787613
425,0.2079518735408783
426,0.2079039216041565
427,0.20785599946975708
428,0.20780803263187408
429,0.20776012539863586
430,0.20771212875843048
431,0.2076641321182251
432,0.2076161801815033
433,0.20756816864013672
434,0.20752017199993134
435,0.20747222006320953
436,0.20742416381835938
437,0.20737621188163757
438,0.20732831954956055
439,0.20728033781051636
440,0.20723235607147217
441,0.2071843445301056
442,0.20713642239570618
443,0.207088440656662
444,0.2070404440164566
445,0.2069924920797348
446,0.20694449543952942
447,0.20690040290355682
448,0.2069045901298523
449,0.20690885186195374
450,0.206913024187088
451,0.20691734552383423
452,0.2069215029478073
453,0.2069256603717804
454,0.20692986249923706
455,0.20693403482437134
456,0.20693831145763397
457,0.20694246888160706
458,0.20694679021835327
459,0.20695087313652039
460,0.20695513486862183
461,0.20695924758911133
462,0.2069634646177292
463,0.20696771144866943
464,0.2069719433784485
465,0.20697617530822754
466,0.20698034763336182
467,0.20700135827064514
468,0.20705081522464752
469,0.20710018277168274
470,0.20695817470550537
471,0.20680120587348938
472,0.20664426684379578
473,0.20648720860481262
474,0.20633023977279663
475,0.20617330074310303
476,0.20601624250411987
477,0.20585930347442627
478,0.20570239424705505
479,0.20554539561271667
480,0.20538842678070068
481,0.2052314281463623
482,0.20507439970970154
483,0.20491743087768555
484,0.20476055145263672
485,0.20460355281829834
486,0.20444652438163757
487,0.20428955554962158
488,0.20413261651992798
489,0.20397506654262543
490,0.20398499071598053
491,0.20409569144248962
492,0.2040480375289917
493,0.20398956537246704
494,0.20393112301826477
495,0.2038726806640625
496,0.20381422340869904
497,0.20375582575798035
498,0.20369717478752136
499,0.20363879203796387
500,0.20880404114723206
501,0.2087230086326599
502,0.20864194631576538
503,0.20856088399887085
504,0.20848000049591064
505,0.2083989381790161
506,0.2083178609609604
507,0.20823682844638824
508,0.2081557959318161
509,0.20807476341724396
510,0.20799371600151062
511,0.20791268348693848
512,0.20783166587352753
513,0.2077508121728897
514,0.2076696753501892
515,0.20759369432926178
516,0.207545667886734
517,0.2074977457523346
518,0.20744973421096802
519,0.20740178227424622
520,0.20735377073287964
521,0.20730580389499664
522,0.20725786685943604
523,0.20720991492271423
524,0.20716196298599243
525,0.20711387693881989
526,0.20706593990325928
527,0.2070178985595703
528,0.2069699764251709
529,0.2069220244884491
530,0.20687410235404968
531,0.20682606101036072
532,0.2067781686782837
533,0.2067301720380783
534,0.20668217539787292
535,0.2066343128681183
536,0.20658615231513977
537,0.20653817057609558
538,0.20649030804634094
539,0.20644234120845795
540,0.20639432966709137
541,0.206346333026886
542,0.20629838109016418
543,0.20625039935112
544,0.2062024176120758
545,0.2061544507741928
546,0.20610643923282623
547,0.2060636579990387
548,0.20606780052185059
549,0.20607200264930725
550,0.20607617497444153
551,0.20608040690422058
552,0.20608462393283844
553,0.2060888409614563
554,0.20609304308891296
555,0.20609726011753082
556,0.2061014175415039
557,0.20610558986663818
558,0.20610986649990082
559,0.20615065097808838
560,0.2062000334262848
561,0.2062494456768036
562,0.206298828125
563,0.20634825527668
564,0.20639774203300476
565,0.20644709467887878
566,0.20649653673171997
567,0.20654605329036713
568,0.20659539103507996
569,0.20661208033561707
570,0.20645511150360107
571,0.20629805326461792
572,0.20614118874073029
573,0.20598413050174713
574,0.20582720637321472
575,0.20567013323307037
576,0.20551325380802155
577,0.205356165766716
578,0.2051992118358612
579,0.20504224300384521
580,0.20488527417182922
581,0.20472826063632965
582,0.20457130670547485
583,0.20441433787345886
584,0.2042573243379593
585,0.20410043001174927
586,0.20394346117973328
587,0.20378650724887848
588,0.2036294937133789
589,0.20347246527671814
590,0.20351652801036835
591,0.20362719893455505
592,0.20359405875205994
593,0.20353557169437408
594,0.20347711443901062
595,0.2034185528755188
596,0.20336011052131653
597,0.20330175757408142
598,0.20324327051639557
599,0.2031848132610321
600,0.20796814560890198
601,0.20788702368736267
602,0.2078060358762741
603,0.20772497355937958
604,0.20764392614364624
605,0.20756295323371887
606,0.20748190581798553
607,0.20740094780921936
608,0.20731988549232483
609,0.20723885297775269
610,0.20715774595737457
611,0.2070768177509308
612,0.20699577033519745
613,0.2069147229194641
614,0.20683369040489197
615,0.20675396919250488
616,0.2067059874534607
617,0.2066580355167389
618,0.2066100686788559
619,0.2065621167421341
620,0.2065141499042511
621,0.20646612346172333
622,0.20641818642616272
623,0.20637010037899017
624,0.20632213354110718
625,0.20627421140670776
626,0.20622622966766357
627,0.20617827773094177
628,0.20613029599189758
629,0.206082284450531
630,0.206034317612648
631,0.20598632097244263
632,0.2059384286403656
633,0.20589043200016022
634,0.20584246516227722
635,0.20579451322555542
636,0.20574656128883362
637,0.20569851994514465
638,0.20565053820610046
639,0.20560261607170105
640,0.20555457472801208
641,0.2055066078901291
642,0.2054586261510849
643,0.2054106891155243
644,0.20536276698112488
645,0.2053147256374359
646,0.20526674389839172
647,0.20522496104240417
648,0.205229252576828
649,0.2052334100008011
650,0.20524947345256805
651,0.20529887080192566
652,0.20534831285476685
653,0.20539775490760803
654,0.20544715225696564
655,0.20549657940864563
656,0.2055460512638092
657,0.205595463514328
658,0.20564483106136322
659,0.20569434762001038
660,0.20574364066123962
661,0.20579314231872559
662,0.20584255456924438
663,0.2058919072151184
664,0.2059413492679596
665,0.20599070191383362
666,0.206040158867836
667,0.20608964562416077
668,0.20613905787467957
669,0.206107959151268
670,0.20595097541809082
671,0.20579399168491364
672,0.20563703775405884
673,0.2054799646139145
674,0.20532304048538208
675,0.20516598224639893
676,0.2050091028213501
677,0.20485207438468933
678,0.20469510555267334
679,0.20453815162181854
680,0.20438116788864136
681,0.2042241394519806
682,0.20406724512577057
683,0.20391026139259338
684,0.20375320315361023
685,0.20359621942043304
686,0.20343925058841705
687,0.20328225195407867
688,0.2031252682209015
689,0.20296834409236908
690,0.20304712653160095
691,0.2031577229499817
692,0.2031390368938446
693,0.20308062434196472
694,0.20302221179008484
695,0.20296365022659302
696,0.20290519297122955
697,0.20284676551818848
698,0.20278829336166382
699,0.20272983610630035
700,0.2071303427219391
701,0.20704936981201172
702,0.20696845650672913
703,0.20688728988170624
704,0.20680633187294006
705,0.20672529935836792
706,0.20664426684379578
707,0.20656326413154602
708,0.20648233592510223
709,0.20640113949775696
710,0.20632019639015198
711,0.20623919367790222
712,0.20615804195404053
713,0.20607703924179077
714,0.20599600672721863
715,0.20591509342193604
716,0.2058645486831665
717,0.20581656694412231
718,0.20576857030391693
719,0.2057207226753235
720,0.20567263662815094
721,0.20562466979026794
722,0.20557662844657898
723,0.20552878081798553
724,0.20548075437545776
725,0.20543275773525238
726,0.20538488030433655
727,0.20533695816993713
728,0.20528891682624817
729,0.20524092018604279
730,0.2051929533481598
731,0.2051449716091156
732,0.2050970196723938
733,0.20504900813102722
734,0.20500101149082184
735,0.20495301485061646
736,0.20490500330924988
737,0.2048570215702057
738,0.20480909943580627
739,0.20476114749908447
740,0.20471325516700745
741,0.20466524362564087
742,0.204650416970253
743,0.20464763045310974
744,0.20464485883712769
745,0.20464211702346802
746,0.20463931560516357
747,0.20464399456977844
748,0.20469337701797485
749,0.20474281907081604
750,0.20479217171669006
751,0.2048417031764984
752,0.2048911452293396
753,0.20494046807289124
754,0.2049899697303772
755,0.20503929257392883
756,0.20508871972560883
757,0.2051382064819336
758,0.20518766343593597
759,0.2052370309829712
760,0.20528644323349
761,0.2053358554840088
762,0.20538532733917236
763,0.20543472468852997
764,0.20548409223556519
765,0.20553357899188995
766,0.20558293163776398
767,0.20563241839408875
768,0.20568177103996277
769,0.20560269057750702
770,0.20544569194316864
771,0.20528870820999146
772,0.20513182878494263
773,0.20497483015060425
774,0.20481781661510468
775,0.20466089248657227
776,0.2045038938522339
777,0.20434686541557312
778,0.20419000089168549
779,0.2040329873561859
780,0.2038760632276535
781,0.20371901988983154
782,0.20356200635433197
783,0.20340511202812195
784,0.20324808359146118
785,0.20309117436408997
786,0.2029341161251068
787,0.2027771770954132
788,0.20262011885643005
789,0.20246316492557526
790,0.20257523655891418
791,0.2026873230934143
792,0.20268309116363525
793,0.20262467861175537
794,0.20256635546684265
795,0.20250780880451202
796,0.20244938135147095
797,0.20239096879959106
798,0.20233243703842163
799,0.20227397978305817
800,0.2062910497188568
801,0.20621010661125183
802,0.2061290740966797
803,0.20604801177978516
804,0.2059670090675354
805,0.20588591694831848
806,0.20580485463142395
807,0.20572394132614136
808,0.2056429088115692
809,0.20556190609931946
810,0.20548078417778015
811,0.20539981126785278
812,0.20531880855560303
813,0.20523777604103088
814,0.20515668392181396
815,0.2050757110118866
816,0.20502148568630219
817,0.2049734890460968
818,0.20492547750473022
819,0.2048775553703308
820,0.20482957363128662
821,0.20478162169456482
822,0.20473363995552063
823,0.20468562841415405
824,0.20463772118091583
825,0.2045896351337433
826,0.20454177260398865
827,0.20449374616146088
828,0.20444585382938385
829,0.2043977677822113
830,0.20434972643852234
831,0.20430181920528412
832,0.20425386726856232
833,0.20421582460403442
834,0.20421305298805237
835,0.20421022176742554
836,0.20420756936073303
837,0.2042047679424286
838,0.20420202612876892
839,0.20419925451278687
840,0.20419660210609436
841,0.20419377088546753
842,0.20419099926948547
843,0.20418822765350342
844,0.20418551564216614
845,0.20418274402618408
846,0.20418000221252441
847,0.20418575406074524
848,0.20423519611358643
849,0.20428460836410522
850,0.20433402061462402
851,0.20438340306282043
852,0.204432874917984
853,0.2044823169708252
854,0.20453178882598877
855,0.2045811116695404
856,0.20463058352470398
857,0.20467999577522278
858,0.2047293782234192
859,0.20477880537509918
860,0.20482826232910156
861,0.20487773418426514
862,0.20492711663246155
863,0.20497649908065796
864,0.20502600073814392
865,0.20507535338401794
866,0.20512479543685913
867,0.20517420768737793
868,0.2052236795425415
869,0.20509657263755798
870,0.204939603805542
871,0.20478256046772003
872,0.20462557673454285
873,0.20446865260601044
874,0.20431166887283325
875,0.20415475964546204
876,0.20399779081344604
877,0.2038407325744629
878,0.20368382334709167
879,0.2035268098115921
880,0.20336976647377014
881,0.2032129168510437
882,0.20305591821670532
883,0.20289888978004456
884,0.20274187624454498
885,0.2025848925113678
886,0.2024279683828354
887,0.20227095484733582
888,0.2021140158176422
889,0.20198875665664673
890,0.20210225880146027
891,0.20221562683582306
892,0.2022264152765274
893,0.20216786861419678
894,0.20210939645767212
895,0.20205098390579224
896,0.20199252665042877
897,0.2019340991973877
898,0.2018756866455078
899,0.2018170952796936
900,0.20545005798339844
901,0.2053689807653427
902,0.20528799295425415
903,0.20520693063735962
904,0.20512592792510986
905,0.2050449252128601
906,0.20496398210525513
907,0.2048828899860382
908,0.2048017978668213
909,0.20472082495689392
910,0.20463989675045013
911,0.20455878973007202
912,0.20447775721549988
913,0.20439669489860535
914,0.20431572198867798
915,0.20423468947410583
916,0.20417669415473938
917,0.2041286826133728
918,0.2040807008743286
919,0.20403262972831726
920,0.20398476719856262
921,0.20393675565719604
922,0.20388878881931305
923,0.20384082198143005
924,0.20379279553890228
925,0.20377758145332336
926,0.20377489924430847
927,0.2037721574306488
928,0.20376937091350555
929,0.20376652479171753
930,0.2037639021873474
931,0.2037609964609146
932,0.20375831425189972
933,0.20375555753707886
934,0.2037528157234192
935,0.20375007390975952
936,0.2037472426891327
937,0.2037445604801178
938,0.20374175906181335
939,0.2037390172481537
940,0.20373621582984924
941,0.20373350381851196
942,0.2037307620048523
943,0.20372802019119263
944,0.20372530817985535
945,0.2037224918603897
946,0.20371972024440765
947,0.20372667908668518
948,0.20377612113952637
949,0.20382550358772278
950,0.2038748860359192
951,0.20392435789108276
952,0.20397384464740753
953,0.20402319729328156
954,0.20407259464263916
955,0.20412208139896393
956,0.20417150855064392
957,0.20422089099884033
958,0.20427033305168152
959,0.2043197602033615
960,0.20436912775039673
961,0.20441865921020508
962,0.20446796715259552
963,0.20451751351356506
964,0.2045668661594391
965,0.20461636781692505
966,0.20466570556163788
967,0.20471517741680145
968,0.20474639534950256
969,0.2045893669128418
970,0.2044323980808258
971,0.2042754590511322
972,0.20411838591098785
973,0.20396147668361664
974,0.20380444824695587
975,0.2036474645137787
976,0.20349052548408508
977,0.20333358645439148
978,0.20317664742469788
979,0.20301955938339233
980,0.20286257565021515
981,0.20270568132400513
982,0.20254865288734436
983,0.20239165425300598
984,0.20223468542099
985,0.20207780599594116
986,0.20192080736160278
987,0.20176377892494202
988,0.20160676538944244
989,0.2015148401260376
990,0.20162835717201233
991,0.20174165070056915
992,0.2017686516046524
993,0.20171013474464417
994,0.20165175199508667
995,0.20159325003623962
996,0.20153480768203735
997,0.20147642493247986
998,0.20141789317131042
999,0.201359361410141
1000,0.20460724830627441
1001,0.20452621579170227
1002,0.20444521307945251
1003,0.20436418056488037
1004,0.2042832374572754
1005,0.20420223474502563
1006,0.2041212022304535
1007,0.20404015481472015
1008,0.20395910739898682
1009,0.20387810468673706
1010,0.20379702746868134
1011,0.20371603965759277
1012,0.20363500714302063
1013,0.2035539746284485
1014,0.20347291231155396
1015,0.203391894698143
1016,0.2033412754535675
1017,0.20333845913410187
1018,0.20333567261695862
1019,0.20333296060562134
1020,0.2033301293849945
1021,0.203327476978302
1022,0.20332463085651398
1023,0.2033219337463379
1024,0.20331913232803345
1025,0.20331642031669617
1026,0.2033136785030365
1027,0.20331090688705444
1028,0.20330816507339478
1029,0.20330530405044556
1030,0.2033025473356247
1031,0.203299880027771
1032,0.20329710841178894
1033,0.2032945156097412
1034,0.2032916098833084
1035,0.20328886806964874
1036,0.20328614115715027
1037,0.20328333973884583
1038,0.20328059792518616
1039,0.20327778160572052
1040,0.20327505469322205
1041,0.20327234268188477
1042,0.20326952636241913
1043,0.20326672494411469
1044,0.20326408743858337
1045,0.20326128602027893
1046,0.20325854420661926
1047,0.20326662063598633
1048,0.20331615209579468
1049,0.2033655196428299
1050,0.2034149169921875
1051,0.2034643292427063
1052,0.20351386070251465
1053,0.20356321334838867
1054,0.2036125659942627
1055,0.20366203784942627
1056,0.2037114053964615
1057,0.20376089215278625
1058,0.20381027460098267
1059,0.20385979115962982
1060,0.20390918850898743
1061,0.20395857095718384
1062,0.20400796830654144
1063,0.20405742526054382
1064,0.20410677790641785
1065,0.20415624976158142
1066,0.20420563220977783
1067,0.20425507426261902
1068,0.2042381316423416
1069,0.20408113300800323
1070,0.20392407476902008
1071,0.20376721024513245
1072,0.2036101520061493
1073,0.20345324277877808
1074,0.20329616963863373
1075,0.20313914120197296
1076,0.20298221707344055
1077,0.2028253674507141
1078,0.20266839861869812
1079,0.20251132547855377
1080,0.20235437154769897
1081,0.2021973878145218
1082,0.2020404040813446
1083,0.20188337564468384
1084,0.20172642171382904
1085,0.20156946778297424
1086,0.20141246914863586
1087,0.20125560462474823
1088,0.20109856128692627
1089,0.20103994011878967
1090,0.2011534571647644
1091,0.201266810297966
1092,0.20130938291549683
1093,0.20125144720077515
1094,0.20119315385818481
1095,0.201134592294693
1096,0.2010762095451355
1097,0.20101773738861084
1098,0.20095926523208618
1099,0.20090076327323914
1100,0.20376290380954742
1101,0.2036818116903305
1102,0.20360076427459717
1103,0.2035197615623474
1104,0.20343872904777527
1105,0.20335768163204193
1106,0.20327669382095337
1107,0.20319566130638123
1108,0.2031489610671997
1109,0.203111469745636
1110,0.20307408273220062
1111,0.20303668081760406
1112,0.2029992938041687
1113,0.20296184718608856
1114,0.20292450487613678
1115,0.20288702845573425
1116,0.20287908613681793
1117,0.20287635922431946
1118,0.2028735727071762
1119,0.20287083089351654
1120,0.20286810398101807
1121,0.20286530256271362
1122,0.20286256074905396
1123,0.2028597891330719
1124,0.20285704731941223
1125,0.2028542309999466
1126,0.20285151898860931
1127,0.20284877717494965
1128,0.20284606516361237
1129,0.20284318923950195
1130,0.20284047722816467
1131,0.2028377652168274
1132,0.2028350830078125
1133,0.20283237099647522
1134,0.20282946527004242
1135,0.20282679796218872
1136,0.20282399654388428
1137,0.2028212547302246
1138,0.2028183937072754
1139,0.20281574130058289
1140,0.20281293988227844
1141,0.20281022787094116
1142,0.20280739665031433
1143,0.20280466973781586
1144,0.2028018832206726
1145,0.20279917120933533
1146,0.20279642939567566
1147,0.20280569791793823
1148,0.20285505056381226
1149,0.20290449261665344
1150,0.20295393466949463
1151,0.203003391623497
1152,0.20305289328098297
1153,0.2031022310256958
1154,0.203151673078537
1155,0.2032010555267334
1156,0.20325054228305817
1157,0.20329990983009338
1158,0.20334936678409576
1159,0.20339882373809814
1160,0.20344823598861694
1161,0.20349764823913574
1162,0.20354703068733215
1163,0.20359647274017334
1164,0.20364584028720856
1165,0.20369529724121094
1166,0.20374467968940735
1167,0.20379415154457092
1168,0.20372876524925232
1169,0.20357191562652588
1170,0.2034148871898651
1171,0.20325800776481628
1172,0.2031010091304779
1173,0.20294401049613953
1174,0.20278704166412354
1175,0.20262998342514038
1176,0.20247310400009155
1177,0.2023160457611084
1178,0.20215915143489838
1179,0.2020021378993988
1180,0.20184513926506042
1181,0.20168814063072205
1182,0.20153117179870605
1183,0.20137418806552887
1184,0.2012171447277069
1185,0.20106017589569092
1186,0.20090335607528687
1187,0.2007462978363037
1188,0.20058926939964294
1189,0.20056402683258057
1190,0.2006775140762329
1191,0.20079098641872406
1192,0.2008480429649353
1193,0.20079192519187927
1194,0.2007335126399994
1195,0.20067504048347473
1196,0.20061662793159485
1197,0.2005581110715866
1198,0.2004997432231903
1199,0.20044121146202087
1200,0.20297521352767944
1201,0.20293784141540527
1202,0.20290035009384155
1203,0.20286297798156738
1204,0.20282559096813202
1205,0.20278821885585785
1206,0.2027508169412613
1207,0.202713280916214
1208,0.20267584919929504
1209,0.20263849198818207
1210,0.20260104537010193
1211,0.20256361365318298
1212,0.20252625644207
1213,0.20248880982398987
1214,0.20245137810707092
1215,0.20241889357566833
1216,0.2024160623550415
1217,0.20241329073905945
1218,0.2024105191230774
1219,0.20240774750709534
1220,0.20240503549575806
1221,0.2024022340774536
1222,0.20239946246147156
1223,0.2023966759443283
1224,0.2023940086364746
1225,0.20239117741584778
1226,0.20238849520683289
1227,0.2023857980966568
1228,0.20238298177719116
1229,0.2023802101612091
1230,0.20237746834754944
1231,0.2023746818304062
1232,0.20237186551094055
1233,0.20236913859844208
1234,0.20236636698246002
1235,0.20236355066299438
1236,0.20236095786094666
1237,0.20235812664031982
1238,0.20235541462898254
1239,0.20235256850719452
1240,0.20234988629817963
1241,0.20234715938568115
1242,0.2023443877696991
1243,0.20234161615371704
1244,0.2023388296365738
1245,0.20233608782291412
1246,0.20233328640460968
1247,0.20234379172325134
1248,0.20239321887493134
1249,0.20244257152080536
1250,0.2024921178817749
